comapany,skills,more_info
ORACLE,"java, development, microservices, architecture, static, code, analysis, ci, /, cd, practices, performance, optimization, fundamentals, algorithms, security, database, debugging, software, engineering, data, structures, rest, python, oracle, javascript, infrastructure, software, developer",https://www.timesjobs.com/job-detail/senior-principal-software-developer-oracle-bengaluru-bangalore-hyderabad-secunderabad-10-to-13-yrs-jobid-TXRAzdsUGcVzpSvf__PLUS__uAgZw==&source=srp
ORACLE,"cloud, native, systems, microservices, architecture, java, programming, container, orchestration, distributed, systems, spring, devops, python, oracle, fundamentals, software, design, docker, security, debugging, business, applications, crm, middleware, infrastructure",https://www.timesjobs.com/job-detail/consulting-member-technical-staff-oracle-hyderabad-secunderabad-10-to-13-yrs-jobid-__SLASH__WVzLSnEEdhzpSvf__PLUS__uAgZw==&source=srp
ORACLE,"devops, practices, oracle, database, expertise, linux, administration, programming, skills, performance, management, java, html, python, security, cloud, services, kernel, infrastructure, release, engineering",https://www.timesjobs.com/job-detail/senior-devops-engineer-autonomous-database-oracle-bengaluru-bangalore-hyderabad-secunderabad-6-to-10-yrs-jobid-RCe4NApU__PLUS____PLUS__VzpSvf__PLUS__uAgZw==&source=srp
ORACLE,"devops, practices, oracle, database, management, python, programming, linux, administration, automation, &, monitoring, java, html, security, cloud, services, kernel, infrastructure, release, engineering",https://www.timesjobs.com/job-detail/senior-devops-engineer-autonomous-database-oracle-bengaluru-bangalore-hyderabad-secunderabad-6-to-10-yrs-jobid-EQJUidaXUYdzpSvf__PLUS__uAgZw==&source=srp
ORACLE,"machine, learning, models, fraud, detection, algorithms, sql, database, expertise, graph, analytics, knowledge, technical, documentation, skills, security, apache, hadoop, python, oracle, sas",https://www.timesjobs.com/job-detail/data-scientist-4-oracle-bengaluru-bangalore-6-to-10-yrs-jobid-AU4ut6__PLUS__b1__PLUS__JzpSvf__PLUS__uAgZw==&source=srp
ORACLE,"java, development, python, programming, data, structures, cloud, solutions, result, oriented, sql, security, database, senior, software, developer, debugging, cloud, services, oracle, java, developer",https://www.timesjobs.com/job-detail/senior-software-developer-oracle-bengaluru-bangalore-3-to-5-yrs-jobid-A3__SLASH__2ByeouodzpSvf__PLUS__uAgZw==&source=srp
ORACLE,"cloud, data, migration, oracle, integration, cloud, sql, and, plsql, bi, publisher, expertise, technical, solution, design, soa, apex, java, python, technical, consultant, oracle, fusion, security, bpm, problem, solving",https://www.timesjobs.com/job-detail/senior-consultant-oracle-bengaluru-bangalore-6-to-10-yrs-jobid-2KlMBnXwXA9zpSvf__PLUS__uAgZw==&source=srp
ORACLE,"cloud, native, devops, practices, java, programming, docker, technologies, kubernetes, management, security, business, applications, crm, middleware, python, oracle, machine, learning, infrastructure, software, developer",https://www.timesjobs.com/job-detail/software-developer-4-oracle-bengaluru-bangalore-null-hyderabad-secunderabad-6-to-10-yrs-jobid-ubiyjKpwQHpzpSvf__PLUS__uAgZw==&source=srp
Goldman Sachs Services Pvt Ltd,"**, quantitative, analysis, object, oriented, programming, financial, modeling, risk, management, communication, skills, **, c, computer, programming, java, html, python, algorithms, machine, learning, infrastructure",https://www.timesjobs.com/job-detail/quantitative-strategist-corporate-treasury-portfolio-strategy-goldman-sachs-services-pvt-ltd-dallas-1-to-4-yrs-jobid-kV4znxPQ2iNzpSvf__PLUS__uAgZw==&source=srp
Goldman Sachs Services Pvt Ltd,"**, quantitative, analysis, object, oriented, programming, financial, modeling, risk, management, communication, skills, **, c, computer, programming, java, html, python, algorithms, machine, learning, infrastructure",https://www.timesjobs.com/job-detail/quantitative-strategist-corporate-treasury-portfolio-strategy-goldman-sachs-services-pvt-ltd-dallas-1-to-4-yrs-jobid-24fWYHkWfUBzpSvf__PLUS__uAgZw==&source=srp
Goldman Sachs Services Pvt Ltd,"**, quantitative, analysis, object, oriented, programming, financial, modeling, risk, management, communication, skills, **, c, computer, programming, java, html, python, algorithms, machine, learning, infrastructure",https://www.timesjobs.com/job-detail/quantitative-strategist-corporate-treasury-portfolio-strategy-goldman-sachs-services-pvt-ltd-dallas-1-to-4-yrs-jobid-rKLePfc8rt5zpSvf__PLUS__uAgZw==&source=srp
unitedhealth group information services,"power, bi, development, data, modeling, expertise, azure, databricks, proficiency, sql, &, python, skills, dashboard, visualization, data, warehousing, github, maven, business, environment",https://www.timesjobs.com/job-detail/advisory-services-consultant-power-bi-big-data-and-azure-unitedhealth-group-information-services-hyderabad-secunderabad-7-to-10-yrs-jobid-klQJ4Hzf2OdzpSvf__PLUS__uAgZw==&source=srp
THE BOSTON GROUP,"data, analytics, solutions, advanced, excel, proficiency, power, bi, expertise, sql, and, python, skills, effective, communication, data, science, advanced, analytics, consulting, data, analyst, alteryx, tableau, vba",https://www.timesjobs.com/job-detail/data-analyst-business-modeling-india-x-delivery-the-boston-group-bengaluru-bangalore-gurgaon-2-to-4-yrs-jobid-PB3Rh__PLUS__U91x1zpSvf__PLUS__uAgZw==&source=srp
Schneider Electric Pvt Ltd,"system, integration, testing, test, automation, tools, python, and, sql, compliance, standards, hardware, firmware, testing, test, cases, stress, testing, life, cycle, test, engineer",https://www.timesjobs.com/job-detail/sr-system-test-engineer-schneider-electric-pvt-ltd-bengaluru-bangalore-1-to-4-yrs-jobid-B5BVSHNZUtFzpSvf__PLUS__uAgZw==&source=srp
Paytm,"machine, learning, models, fraud, mitigation, strategies, risk, management, techniques, mlops, infrastructure, data, driven, strategies, big, data, python, director, sql, brewing, hadoop, technical, skills, mobile",https://www.timesjobs.com/job-detail/paytm-director-data-science-business-growth-fraud-credit-risk-mitigation-paytm-bengaluru-bangalore-1-to-4-yrs-jobid-VME7QKky7stzpSvf__PLUS__uAgZw==&source=srp
Parallel Wireless,"team, management, capacity, planning, g, technology, python, automation, technical, design, review, 3gpp, mobile, networks, lab, management, openstack, unix, docker, pdcp, linux, telecom",https://www.timesjobs.com/job-detail/system-test-team-leader-north-israel-397-north-397-project-north-full-time-on-site-parallel-wireless-israel-5-to-10-yrs-jobid-nWsVbFDF5mtzpSvf__PLUS__uAgZw==&source=srp
palo alto networks  ( india )  pvt. ltd.,"infrastructure, as, code, kubernetes, management, ci, /, cd, pipelines, security, tools, integration, cloud, proficiency, (, gcp, ), docker, devops, linux, mysql, python, cassandra, production, environment",https://www.timesjobs.com/job-detail/senior-staff-devops-engineer-cortex-xdr-xsiam-palo-alto-networks-india-pvt-ltd-bengaluru-bangalore-6-to-8-yrs-jobid-i9z6aRfDr4BzpSvf__PLUS__uAgZw==&source=srp
Microsoft India Pvt Ltd,"cloud, services, development, object, oriented, programming, distributed, systems, design, agile, software, implementation, api, design, expertise, c, software, design, sharepoint, java, devops, software, engineering, c#, python, machine, learning",https://www.timesjobs.com/job-detail/software-engineer-ii-senior-software-engineer-microsoft-india-pvt-ltd-3-to-9-yrs-jobid-PB9UCrubbX5zpSvf__PLUS__uAgZw==&source=srp
Microsoft India Pvt Ltd,"cloud, services, development, object, oriented, programming, distributed, systems, design, mentoring, junior, engineers, devops, practices, c, software, design, sharepoint, java, software, engineering, api, c#, python, machine, learning",https://www.timesjobs.com/job-detail/senior-software-engineer-principal-software-engineer-microsoft-india-pvt-ltd-5-to-8-yrs-jobid-QaI4__PLUS__etiMcJzpSvf__PLUS__uAgZw==&source=srp
Microsoft India Pvt Ltd,"data, modeling, etl, development, business, intelligence, software, development, cloud, services, c, java, software, engineering, big, data, c#, python, javascript, scala, data, warehousing, storage, technical, skills, san",https://www.timesjobs.com/job-detail/software-engineer-ii-microsoft-india-pvt-ltd-redmond-2-to-5-yrs-jobid-0Mjxpb__SLASH__7TglzpSvf__PLUS__uAgZw==&source=srp
Microsoft India Pvt Ltd,"large, scale, systems, high, performance, processing, data, structures, algorithms, asynchronous, programming, c, coding, experience, senior, software, engineer, java, debugging, c#, python, information, retrieval, javascript",https://www.timesjobs.com/job-detail/senior-software-engineer-microsoft-india-pvt-ltd-spain-5-to-10-yrs-jobid-pD2FPpS7naFzpSvf__PLUS__uAgZw==&source=srp
McAfee Software  ( India )  Pvt Ltd,"machine, learning, models, data, pipeline, development, pricing, optimization, recommender, systems, mlops, expertise, hive, algorithms, data, mining, artificial, intelligence, sql, security, hadoop, big, data, pattern, recognition, python, mapreduce, infrastructure",https://www.timesjobs.com/job-detail/senior-applied-ml-scientist-pricing-optimization-remote-mcafee-software-india-pvt-ltd-canada-7-to-9-yrs-jobid-UFxx0qEXr6VzpSvf__PLUS__uAgZw==&source=srp
unitedhealth group information services,"data, pipelines, development, python, &, pyspark, sql, /, nosql, queries, agile, scrum, methodology, healthcare, data, analysis, storage, big, data, business, environment, messaging",https://www.timesjobs.com/job-detail/data-analyst-unitedhealth-group-information-services-hyderabad-secunderabad-5-to-8-yrs-jobid-mX514x__SLASH____SLASH__9xdzpSvf__PLUS__uAgZw==&source=srp
unitedhealth group information services,"machine, learning, models, genai, proficiency, python, development, problem, solving, skills, ethical, standards, compliance, information, technology, business, environment, artificial, intelligence, salesforce, infrastructure, crm",https://www.timesjobs.com/job-detail/senior-software-engineer-ii-ai-ml-genai-gemini-gpt4-unitedhealth-group-information-services-hyderabad-secunderabad-3-to-5-yrs-jobid-bOXSTNOWbMhzpSvf__PLUS__uAgZw==&source=srp
spiceworks ziff davis,"cloud, infrastructure, infrastructure, as, code, continuous, integration, containerization, expertise, database, management, orchestration, information, technology, bi, docker, security, iam, devops, technical, skills, cloud, services, python",https://www.timesjobs.com/job-detail/devops-engineer-ii-spiceworks-ziff-davis-mumbai-bengaluru-bangalore-pune-hyderabad-secunderabad-6-to-9-yrs-jobid-__SLASH__Opx0cBZyYFzpSvf__PLUS__uAgZw==&source=srp
ROHDE SCHWARZ INDIA Pvt. Ltd.,"automated, testing, python, programming, agile, methodology, test, development, debugging, skills, life, cycle, software, test, performance, analysis, test, cases, uml, browser, linux, os, telecom, domain, windows",https://www.timesjobs.com/job-detail/software-development-software-test-development-engineer-rohde-schwarz-india-pvt-ltd-mumbai-delhi-bengaluru-bangalore-pune-hyderabad-secunderabad-5-to-8-yrs-jobid-kEYN6FpHJOhzpSvf__PLUS__uAgZw==&source=srp
Microsoft India Pvt Ltd,"software, development, high, qps, design, system, performance, analysis, oncall, experience, team, collaboration, c, senior, software, engineer, java, software, engineering, c#, san, python, javascript, infrastructure",https://www.timesjobs.com/job-detail/senior-software-engineer-microsoft-india-pvt-ltd-redmond-4-to-7-yrs-jobid-XtfvTOZ4aHdzpSvf__PLUS__uAgZw==&source=srp
Microsoft India Pvt Ltd,"full, stack, development, javascript, /, typescript, expertise, web, components, /, react, /, angular, service, architecture, design, high, quality, software, delivery, c, security, software, engineer, software, engineering, api, c#, san, python, windows",https://www.timesjobs.com/job-detail/senior-full-stack-software-engineer-ux-microsoft-india-pvt-ltd-redmond-4-to-7-yrs-jobid-5uAzPK__PLUS__VQDlzpSvf__PLUS__uAgZw==&source=srp
Microsoft India Pvt Ltd,"cloud, scale, services, distributed, design, patterns, algorithm, design, software, debugging, problem, solving, c, software, design, sharepoint, java, software, engineer, software, engineering, c#, san, python, windows, javascript, infrastructure",https://www.timesjobs.com/job-detail/principal-software-engineer-microsoft-india-pvt-ltd-san-francisco-new-york-city-8-to-11-yrs-jobid-uHHFyI7ElahzpSvf__PLUS__uAgZw==&source=srp
Microsoft India Pvt Ltd,"machine, learning, algorithms, python, programming, data, analysis, techniques, gpu, cluster, experience, deep, learning, models, ensemble, git, linux, html, vos, api, written, communication",https://www.timesjobs.com/job-detail/sciences-appliques-possibilits-de-stages-de-doctorat-montral-qubec-canada-applied-science-phd-internship-o-microsoft-india-pvt-ltd-canada-0-to-1-yrs-jobid-WSiQkj4c__PLUS__EJzpSvf__PLUS__uAgZw==&source=srp
ion trading india pvt. ltd.,"ui, development, react, framework, team, management, client, engagement, cloud, platforms, salesforce, java, devops, software, engineering, web, development, python, javascript, consultant, .net",https://www.timesjobs.com/job-detail/ion-group-web-ui-consultant-react-budapest-ion-trading-india-pvt-ltd-5-to-8-yrs-jobid-ymqrUM6ZsrNzpSvf__PLUS__uAgZw==&source=srp
Goldman Sachs Services Pvt Ltd,"risk, management, data, analysis, communication, skills, technology, auditing, analytical, techniques, c, information, technology, sql, security, java, html, python, messaging, system, architecture",https://www.timesjobs.com/job-detail/internal-audit-risk-engineering-audit-associate-hyderabad-goldman-sachs-services-pvt-ltd-hyderabad-secunderabad-3-to-6-yrs-jobid-xIy0bULrgANzpSvf__PLUS__uAgZw==&source=srp
autodesk india pvt ltd,"data, analysis, machine, learning, sql, proficiency, data, visualization, python, programming, technology, operations, dashboards, data, science, data, scientist, business, analytics, consultant, data, cleaning",https://www.timesjobs.com/job-detail/data-scientist-autodesk-india-pvt-ltd-bengaluru-bangalore-2-to-3-yrs-jobid-YO0VFiDyIK1zpSvf__PLUS__uAgZw==&source=srp
